Net generation from petroleum for Southeast (region) hourly - UTC time
https://www.eia.gov/opendata/qb.php?category=3390115&sdid=EBA.SE-ALL.NG.OIL.H
19:20:38 GMT-0500 (Eastern Standard Time)
Source: U.S. Energy Information Administration
Category,Series ID: EBA.SE-ALL.NG.OIL.H megawatthours
04/10/2020 15H,-1
04/10/2020 14H,0
04/10/2020 13H,0
04/10/2020 12H,0
04/10/2020 11H,0
04/10/2020 10H,0
04/10/2020 09H,-1
04/10/2020 08H,0
04/10/2020 07H,0
04/10/2020 06H,-1
04/10/2020 05H,-2
04/10/2020 04H,0
04/10/2020 03H,0
04/10/2020 02H,-1
04/10/2020 01H,-1
04/10/2020 00H,0
04/9/2020 23H,-2
04/9/2020 22H,-1
04/9/2020 21H,0
04/9/2020 20H,0
04/9/2020 19H,0
04/9/2020 18H,0
04/9/2020 17H,-1
04/9/2020 16H,-1
04/9/2020 15H,0
04/9/2020 14H,-1
04/9/2020 13H,0
04/9/2020 12H,0
04/9/2020 11H,0
04/9/2020 10H,-1
04/9/2020 09H,-1
04/9/2020 08H,-2
04/9/2020 07H,0
04/9/2020 06H,0
04/9/2020 05H,-2
04/9/2020 04H,-2
04/9/2020 03H,0
04/9/2020 02H,-3
04/9/2020 01H,0
04/9/2020 00H,0
04/8/2020 23H,0
04/8/2020 22H,0
04/8/2020 21H,0
04/8/2020 20H,0
04/8/2020 19H,0
04/8/2020 18H,-2
04/8/2020 17H,0
04/8/2020 16H,0
04/8/2020 15H,-1
04/8/2020 14H,-2
04/8/2020 13H,-1
04/8/2020 12H,0
04/8/2020 11H,0
04/8/2020 10H,-1
04/8/2020 09H,-1
04/8/2020 08H,-2
04/8/2020 07H,0
04/8/2020 06H,9
04/8/2020 05H,0
04/8/2020 04H,0
04/8/2020 03H,1
04/8/2020 02H,-2
04/8/2020 01H,0
04/8/2020 00H,0
04/7/2020 23H,0
04/7/2020 22H,-1
04/7/2020 21H,0
04/7/2020 20H,-1
04/7/2020 19H,-1
04/7/2020 18H,0
04/7/2020 17H,0
04/7/2020 16H,12
04/7/2020 15H,39
04/7/2020 14H,-3
04/7/2020 13H,-1
04/7/2020 12H,0
04/7/2020 11H,0
04/7/2020 10H,0
04/7/2020 09H,-1
04/7/2020 08H,0
04/7/2020 07H,0
04/7/2020 06H,0
04/7/2020 05H,0
04/7/2020 04H,-1
04/7/2020 03H,0
04/7/2020 02H,-2
04/7/2020 01H,0
04/7/2020 00H,0
04/6/2020 23H,-2
04/6/2020 22H,0
04/6/2020 21H,0
04/6/2020 20H,-1
04/6/2020 19H,-2
04/6/2020 18H,0
04/6/2020 17H,0
04/6/2020 16H,0
04/6/2020 15H,-1
04/6/2020 14H,1
04/6/2020 13H,0
04/6/2020 12H,-2
04/6/2020 11H,0
04/6/2020 10H,-2
04/6/2020 09H,0
04/6/2020 08H,0
04/6/2020 07H,0
04/6/2020 06H,0
04/6/2020 05H,-1
04/6/2020 04H,-1
04/6/2020 03H,-1
04/6/2020 02H,-2
04/6/2020 01H,-1
04/6/2020 00H,0
04/5/2020 23H,0
04/5/2020 22H,0
04/5/2020 21H,0
04/5/2020 20H,-1
04/5/2020 19H,0
04/5/2020 18H,0
04/5/2020 17H,0
04/5/2020 16H,-1
04/5/2020 15H,-2
04/5/2020 14H,0
04/5/2020 13H,0
04/5/2020 12H,-1
04/5/2020 11H,0
04/5/2020 10H,0
04/5/2020 09H,-2
04/5/2020 08H,0
04/5/2020 07H,-1
04/5/2020 06H,-1
04/5/2020 05H,0
04/5/2020 04H,0
04/5/2020 03H,0
04/5/2020 02H,0
04/5/2020 01H,0
04/5/2020 00H,-1
04/4/2020 23H,-2
04/4/2020 22H,-1
04/4/2020 21H,0
04/4/2020 20H,0
04/4/2020 19H,0
04/4/2020 18H,-2
04/4/2020 17H,0
04/4/2020 16H,0
04/4/2020 15H,-2
04/4/2020 14H,-1
04/4/2020 13H,0
04/4/2020 12H,-1
04/4/2020 11H,0
04/4/2020 10H,-1
04/4/2020 09H,0
04/4/2020 08H,0
04/4/2020 07H,0
04/4/2020 06H,-2
04/4/2020 05H,-2
04/4/2020 04H,-1
04/4/2020 03H,-1
04/4/2020 02H,0
04/4/2020 01H,0
04/4/2020 00H,0
04/3/2020 23H,0
04/3/2020 22H,-1
04/3/2020 21H,-1
04/3/2020 20H,-2
04/3/2020 19H,0
04/3/2020 18H,-1
04/3/2020 17H,0
04/3/2020 16H,0
04/3/2020 15H,-1
04/3/2020 14H,-1
04/3/2020 13H,-2
04/3/2020 12H,0
04/3/2020 11H,0
04/3/2020 10H,0
04/3/2020 09H,0
04/3/2020 08H,-2
04/3/2020 07H,0
04/3/2020 06H,-1
04/3/2020 05H,0
04/3/2020 04H,0
04/3/2020 03H,-2
04/3/2020 02H,-1
04/3/2020 01H,-1
04/3/2020 00H,0
04/2/2020 23H,-1
04/2/2020 22H,0
04/2/2020 21H,-1
04/2/2020 20H,0
04/2/2020 19H,-3
04/2/2020 18H,0
04/2/2020 17H,1
04/2/2020 16H,28
04/2/2020 15H,37
04/2/2020 14H,0
04/2/2020 13H,-1
04/2/2020 12H,0
04/2/2020 11H,-1
04/2/2020 10H,-1
04/2/2020 09H,0
04/2/2020 08H,-1
04/2/2020 07H,-2
04/2/2020 06H,-1
04/2/2020 05H,-1
04/2/2020 04H,0
04/2/2020 03H,0
04/2/2020 02H,0
04/2/2020 01H,-1
04/2/2020 00H,-1
04/1/2020 23H,0
04/1/2020 22H,0
04/1/2020 21H,-2
04/1/2020 20H,0
04/1/2020 19H,0
04/1/2020 18H,0
04/1/2020 17H,-3
04/1/2020 16H,1
04/1/2020 15H,0
04/1/2020 14H,-1
04/1/2020 13H,-1
04/1/2020 12H,0
04/1/2020 11H,-1
04/1/2020 10H,0
04/1/2020 09H,0
04/1/2020 08H,0
04/1/2020 07H,-1
04/1/2020 06H,0
04/1/2020 05H,-1
04/1/2020 04H,-1
04/1/2020 03H,0
04/1/2020 02H,0
04/1/2020 01H,0
04/1/2020 00H,-1
03/31/2020 23H,-2
03/31/2020 22H,-2
03/31/2020 21H,0
03/31/2020 20H,0
03/31/2020 19H,-1
03/31/2020 18H,0
03/31/2020 17H,0
03/31/2020 16H,22
03/31/2020 15H,17
03/31/2020 14H,0
03/31/2020 13H,2
03/31/2020 12H,0
03/31/2020 11H,0
03/31/2020 10H,0
03/31/2020 09H,-1
03/31/2020 08H,0
03/31/2020 07H,0
03/31/2020 06H,-1
03/31/2020 05H,-1
03/31/2020 04H,-1
03/31/2020 03H,-1
03/31/2020 02H,-2
03/31/2020 01H,-2
03/31/2020 00H,0
03/30/2020 23H,-1
03/30/2020 22H,0
03/30/2020 21H,0
03/30/2020 20H,-2
03/30/2020 19H,0
03/30/2020 18H,0
03/30/2020 17H,0
03/30/2020 16H,0
03/30/2020 15H,-1
03/30/2020 14H,0
03/30/2020 13H,-1
03/30/2020 12H,0
03/30/2020 11H,-1
03/30/2020 10H,-1
03/30/2020 09H,0
03/30/2020 08H,0
03/30/2020 07H,0
03/30/2020 06H,-1
03/30/2020 05H,-1
03/30/2020 04H,-2
03/30/2020 03H,0
03/30/2020 02H,0
03/30/2020 01H,0
03/30/2020 00H,0
03/29/2020 23H,-1
03/29/2020 22H,0
03/29/2020 21H,0
03/29/2020 20H,-3
03/29/2020 19H,0
03/29/2020 18H,0
03/29/2020 17H,-2
03/29/2020 16H,-1
03/29/2020 15H,-1
03/29/2020 14H,0
03/29/2020 13H,0
03/29/2020 12H,0
03/29/2020 11H,0
03/29/2020 10H,-1
03/29/2020 09H,0
03/29/2020 08H,-2
03/29/2020 07H,0
03/29/2020 06H,0
03/29/2020 05H,-1
03/29/2020 04H,-1
03/29/2020 03H,0
03/29/2020 02H,0
03/29/2020 01H,0
03/29/2020 00H,0
03/28/2020 23H,-1
03/28/2020 22H,0
03/28/2020 21H,-2
03/28/2020 20H,0
03/28/2020 19H,0
03/28/2020 18H,0
03/28/2020 17H,0
03/28/2020 16H,0
03/28/2020 15H,0
03/28/2020 14H,-1
03/28/2020 13H,0
03/28/2020 12H,-2
03/28/2020 11H,-2
03/28/2020 10H,-1
03/28/2020 09H,0
03/28/2020 08H,-1
03/28/2020 07H,0
03/28/2020 06H,0
03/28/2020 05H,-2
03/28/2020 04H,0
03/28/2020 03H,-1
03/28/2020 02H,-1
03/28/2020 01H,-2
03/28/2020 00H,0
03/27/2020 23H,0
03/27/2020 22H,-1
03/27/2020 21H,0
03/27/2020 20H,0
03/27/2020 19H,0
03/27/2020 18H,-1
03/27/2020 17H,-1
03/27/2020 16H,0
03/27/2020 15H,-1
03/27/2020 14H,0
03/27/2020 13H,0
03/27/2020 12H,-1
03/27/2020 11H,-1
03/27/2020 10H,0
03/27/2020 09H,-1
03/27/2020 08H,-1
03/27/2020 07H,0
03/27/2020 06H,0
03/27/2020 05H,-1
03/27/2020 04H,0
03/27/2020 03H,-1
03/27/2020 02H,0
03/27/2020 01H,0
03/27/2020 00H,-1
03/26/2020 23H,0
03/26/2020 22H,-3
03/26/2020 21H,0
03/26/2020 20H,0
03/26/2020 19H,-1
03/26/2020 18H,-2
03/26/2020 17H,0
03/26/2020 16H,-1
03/26/2020 15H,-1
03/26/2020 14H,0
03/26/2020 13H,-1
03/26/2020 12H,0
03/26/2020 11H,-1
03/26/2020 10H,0
03/26/2020 09H,0
03/26/2020 08H,0
03/26/2020 07H,0
03/26/2020 06H,0
03/26/2020 05H,0
03/26/2020 04H,-1
03/26/2020 03H,0
03/26/2020 02H,-1
03/26/2020 01H,0
03/26/2020 00H,0
03/25/2020 23H,-2
03/25/2020 22H,-2
03/25/2020 21H,0
03/25/2020 20H,-1
03/25/2020 19H,0
03/25/2020 18H,0
03/25/2020 17H,0
03/25/2020 16H,10
03/25/2020 15H,30
03/25/2020 14H,0
03/25/2020 13H,0
03/25/2020 12H,-3
03/25/2020 11H,-1
03/25/2020 10H,0
03/25/2020 09H,-1
03/25/2020 08H,0
03/25/2020 07H,-1
03/25/2020 06H,-1
03/25/2020 05H,-1
03/25/2020 04H,0
03/25/2020 03H,0
03/25/2020 02H,-2
03/25/2020 01H,-1
03/25/2020 00H,0
03/24/2020 23H,-1
03/24/2020 22H,0
03/24/2020 21H,0
03/24/2020 20H,-1
03/24/2020 19H,-1
03/24/2020 18H,0
03/24/2020 17H,0
03/24/2020 16H,0
03/24/2020 15H,-1
03/24/2020 14H,0
03/24/2020 13H,-1
03/24/2020 12H,-2
03/24/2020 11H,0
03/24/2020 10H,-2
03/24/2020 09H,0
03/24/2020 08H,0
03/24/2020 07H,-1
03/24/2020 06H,-3
03/24/2020 05H,0
03/24/2020 04H,0
03/24/2020 03H,0
03/24/2020 02H,0
03/24/2020 01H,0
03/24/2020 00H,-1
03/23/2020 23H,0
03/23/2020 22H,0
03/23/2020 21H,0
03/23/2020 20H,0
03/23/2020 19H,0
03/23/2020 18H,-2
03/23/2020 17H,-1
03/23/2020 16H,-1
03/23/2020 15H,0
03/23/2020 14H,0
03/23/2020 13H,-2
03/23/2020 12H,0
03/23/2020 11H,-2
03/23/2020 10H,0
03/23/2020 09H,0
03/23/2020 08H,0
03/23/2020 07H,0
03/23/2020 06H,0
03/23/2020 05H,0
03/23/2020 04H,-1
03/23/2020 03H,0
03/23/2020 02H,-2
03/23/2020 01H,0
03/23/2020 00H,-1
03/22/2020 23H,-2
03/22/2020 22H,-1
03/22/2020 21H,-1
03/22/2020 20H,-1
03/22/2020 19H,0
03/22/2020 18H,0
03/22/2020 17H,-1
03/22/2020 16H,-1
03/22/2020 15H,-1
03/22/2020 14H,0
03/22/2020 13H,0
03/22/2020 12H,0
03/22/2020 11H,0
03/22/2020 10H,0
03/22/2020 09H,-2
03/22/2020 08H,0
03/22/2020 07H,0
03/22/2020 06H,-1
03/22/2020 05H,0
03/22/2020 04H,0
03/22/2020 03H,-1
03/22/2020 02H,-1
03/22/2020 01H,-1
03/22/2020 00H,0
03/21/2020 23H,-2
03/21/2020 22H,0
03/21/2020 21H,0
03/21/2020 20H,-1
03/21/2020 19H,-1
03/21/2020 18H,0
03/21/2020 17H,-1
03/21/2020 16H,0
03/21/2020 15H,-1
03/21/2020 14H,0
03/21/2020 13H,-1
03/21/2020 12H,0
03/21/2020 11H,-1
03/21/2020 10H,0
03/21/2020 09H,-1
03/21/2020 08H,0
03/21/2020 07H,-1
03/21/2020 06H,-1
03/21/2020 05H,0
03/21/2020 04H,-1
03/21/2020 03H,0
03/21/2020 02H,0
03/21/2020 01H,-1
03/21/2020 00H,-1
03/20/2020 23H,0
03/20/2020 22H,0
03/20/2020 21H,-1
03/20/2020 20H,0
03/20/2020 19H,0
03/20/2020 18H,-1
03/20/2020 17H,-2
03/20/2020 16H,0
03/20/2020 15H,0
03/20/2020 14H,-1
03/20/2020 13H,-1
03/20/2020 12H,0
03/20/2020 11H,-1
03/20/2020 10H,-1
03/20/2020 09H,0
03/20/2020 08H,-1
03/20/2020 07H,0
03/20/2020 06H,0
03/20/2020 05H,-1
03/20/2020 04H,-1
03/20/2020 03H,-1
03/20/2020 02H,0
03/20/2020 01H,0
03/20/2020 00H,-1
03/19/2020 23H,0
03/19/2020 22H,-2
03/19/2020 21H,0
03/19/2020 20H,0
03/19/2020 19H,0
03/19/2020 18H,-1
03/19/2020 17H,0
03/19/2020 16H,0
03/19/2020 15H,-1
03/19/2020 14H,-1
03/19/2020 13H,0
03/19/2020 12H,-1
03/19/2020 11H,0
03/19/2020 10H,0
03/19/2020 09H,-4
03/19/2020 08H,0
03/19/2020 07H,0
03/19/2020 06H,0
03/19/2020 05H,-1
03/19/2020 04H,-1
03/19/2020 03H,0
03/19/2020 02H,-1
03/19/2020 01H,0
03/19/2020 00H,-1
03/18/2020 23H,-1
03/18/2020 22H,0
03/18/2020 21H,-1
03/18/2020 20H,1
03/18/2020 19H,2
03/18/2020 18H,5
03/18/2020 17H,4
03/18/2020 16H,4
03/18/2020 15H,1
03/18/2020 14H,-1
03/18/2020 13H,-1
03/18/2020 12H,0
03/18/2020 11H,0
03/18/2020 10H,0
03/18/2020 09H,-1
03/18/2020 08H,0
03/18/2020 07H,0
03/18/2020 06H,-2
03/18/2020 05H,-2
03/18/2020 04H,0
03/18/2020 03H,0
03/18/2020 02H,0
03/18/2020 01H,-1
03/18/2020 00H,-2
03/17/2020 23H,0
03/17/2020 22H,-1
03/17/2020 21H,0
03/17/2020 20H,0
03/17/2020 19H,0
03/17/2020 18H,0
03/17/2020 17H,-1
03/17/2020 16H,0
03/17/2020 15H,-1
03/17/2020 14H,29
03/17/2020 13H,14
03/17/2020 12H,0
03/17/2020 11H,-1
03/17/2020 10H,0
03/17/2020 09H,-1
03/17/2020 08H,0
03/17/2020 07H,0
03/17/2020 06H,-1
03/17/2020 05H,-1
03/17/2020 04H,-1
03/17/2020 03H,0
03/17/2020 02H,0
03/17/2020 01H,-1
03/17/2020 00H,0
03/16/2020 23H,0
03/16/2020 22H,-3
03/16/2020 21H,0
03/16/2020 20H,0
03/16/2020 19H,0
03/16/2020 18H,0
03/16/2020 17H,-1
03/16/2020 16H,0
03/16/2020 15H,0
03/16/2020 14H,-1
03/16/2020 13H,-1
03/16/2020 12H,-1
03/16/2020 11H,-1
03/16/2020 10H,0
03/16/2020 09H,-1
03/16/2020 08H,0
03/16/2020 07H,-1
03/16/2020 06H,0
03/16/2020 05H,-1
03/16/2020 04H,-1
03/16/2020 03H,0
03/16/2020 02H,0
03/16/2020 01H,-1
03/16/2020 00H,0
03/15/2020 23H,-1
03/15/2020 22H,-1
03/15/2020 21H,-3
03/15/2020 20H,-1
03/15/2020 19H,0
03/15/2020 18H,0
03/15/2020 17H,0
03/15/2020 16H,-2
03/15/2020 15H,0
03/15/2020 14H,0
03/15/2020 13H,0
03/15/2020 12H,-1
03/15/2020 11H,0
03/15/2020 10H,-2
03/15/2020 09H,0
03/15/2020 08H,0
03/15/2020 07H,-1
03/15/2020 06H,0
03/15/2020 05H,0
03/15/2020 04H,-2
03/15/2020 03H,-1
03/15/2020 02H,-1
03/15/2020 01H,-1
03/15/2020 00H,0
03/14/2020 23H,0
03/14/2020 22H,0
03/14/2020 21H,0
03/14/2020 20H,-1
03/14/2020 19H,0
03/14/2020 18H,-2
03/14/2020 17H,-2
03/14/2020 16H,-1
03/14/2020 15H,0
03/14/2020 14H,0
03/14/2020 13H,0
03/14/2020 12H,0
03/14/2020 11H,0
03/14/2020 10H,-2
03/14/2020 09H,0
03/14/2020 08H,-2
03/14/2020 07H,-1
03/14/2020 06H,0
03/14/2020 05H,-2
03/14/2020 04H,0
03/14/2020 03H,0
03/14/2020 02H,0
03/14/2020 01H,-1
03/14/2020 00H,0
03/13/2020 23H,0
03/13/2020 22H,-2
03/13/2020 21H,-1
03/13/2020 20H,0
03/13/2020 19H,0
03/13/2020 18H,0
03/13/2020 17H,-1
03/13/2020 16H,0
03/13/2020 15H,-2
03/13/2020 14H,-1
03/13/2020 13H,0
03/13/2020 12H,-2
03/13/2020 11H,0
03/13/2020 10H,0
03/13/2020 09H,0
03/13/2020 08H,-1
03/13/2020 07H,-2
03/13/2020 06H,0
03/13/2020 05H,0
03/13/2020 04H,-1
03/13/2020 03H,0
03/13/2020 02H,-2
03/13/2020 01H,-1
03/13/2020 00H,0
03/12/2020 23H,0
03/12/2020 22H,-1
03/12/2020 21H,0
03/12/2020 20H,0
03/12/2020 19H,-1
03/12/2020 18H,-1
03/12/2020 17H,-1
03/12/2020 16H,0
03/12/2020 15H,-1
03/12/2020 14H,16
03/12/2020 13H,16
03/12/2020 12H,0
03/12/2020 11H,-1
03/12/2020 10H,-1
03/12/2020 09H,-1
03/12/2020 08H,-1
03/12/2020 07H,0
03/12/2020 06H,0
03/12/2020 05H,-1
03/12/2020 04H,-1
03/12/2020 03H,0
03/12/2020 02H,0
03/12/2020 01H,0
03/12/2020 00H,-1
03/11/2020 23H,0
03/11/2020 22H,0
03/11/2020 21H,0
03/11/2020 20H,-2
03/11/2020 19H,0
03/11/2020 18H,-1
03/11/2020 17H,0
03/11/2020 16H,2
03/11/2020 15H,50
03/11/2020 14H,13
03/11/2020 13H,0
03/11/2020 12H,0
03/11/2020 11H,-2
03/11/2020 10H,0
03/11/2020 09H,0
03/11/2020 08H,-1
03/11/2020 07H,0
03/11/2020 06H,-2
03/11/2020 05H,0
03/11/2020 04H,0
03/11/2020 03H,0
03/11/2020 02H,-1
03/11/2020 01H,0
03/11/2020 00H,0
03/10/2020 23H,0
03/10/2020 22H,-3
03/10/2020 21H,-2
03/10/2020 20H,0
03/10/2020 19H,-2
03/10/2020 18H,0
03/10/2020 17H,0
03/10/2020 16H,-1
03/10/2020 15H,0
03/10/2020 14H,0
03/10/2020 13H,0
03/10/2020 12H,0
03/10/2020 11H,0
03/10/2020 10H,-2
03/10/2020 09H,-2
03/10/2020 08H,0
03/10/2020 07H,0
03/10/2020 06H,0
03/10/2020 05H,-1
03/10/2020 04H,-1
03/10/2020 03H,-1
03/10/2020 02H,-1
03/10/2020 01H,-1
03/10/2020 00H,0
03/9/2020 23H,0
03/9/2020 22H,0
03/9/2020 21H,0
03/9/2020 20H,-2
03/9/2020 19H,0
03/9/2020 18H,-2
03/9/2020 17H,0
03/9/2020 16H,0
03/9/2020 15H,0
03/9/2020 14H,0
03/9/2020 13H,-2
03/9/2020 12H,0
03/9/2020 11H,-2
03/9/2020 10H,-1
03/9/2020 09H,-1
03/9/2020 08H,-2
03/9/2020 07H,0
03/9/2020 06H,0
03/9/2020 05H,-2
03/9/2020 04H,-1
03/9/2020 03H,-1
03/9/2020 02H,0
03/9/2020 01H,0
03/9/2020 00H,0
03/8/2020 23H,-1
03/8/2020 22H,0
03/8/2020 21H,-1
03/8/2020 20H,-1
03/8/2020 19H,-1
03/8/2020 18H,-1
03/8/2020 17H,0
03/8/2020 16H,0
03/8/2020 15H,0
03/8/2020 14H,-1
03/8/2020 13H,0
03/8/2020 12H,0
03/8/2020 11H,-1
03/8/2020 10H,0
03/8/2020 09H,-1
03/8/2020 08H,-1
03/8/2020 07H,-3
03/8/2020 06H,-1
03/8/2020 05H,0
03/8/2020 04H,0
03/8/2020 03H,-1
03/8/2020 02H,-1
03/8/2020 01H,0
03/8/2020 00H,0
03/7/2020 23H,-1
03/7/2020 22H,0
03/7/2020 21H,0
03/7/2020 20H,-2
03/7/2020 19H,0
03/7/2020 18H,-1
03/7/2020 17H,-1
03/7/2020 16H,-1
03/7/2020 15H,0
03/7/2020 14H,0
03/7/2020 13H,-1
03/7/2020 12H,-4
03/7/2020 11H,0
03/7/2020 10H,0
03/7/2020 09H,0
03/7/2020 08H,0
03/7/2020 07H,-1
03/7/2020 06H,-2
03/7/2020 05H,-1
03/7/2020 04H,0
03/7/2020 03H,-2
03/7/2020 02H,0
03/7/2020 01H,0
03/7/2020 00H,-1
03/6/2020 23H,0
03/6/2020 22H,0
03/6/2020 21H,-1
03/6/2020 20H,-1
03/6/2020 19H,-1
03/6/2020 18H,-1
03/6/2020 17H,-1
03/6/2020 16H,-2
03/6/2020 15H,0
03/6/2020 14H,0
03/6/2020 13H,0
03/6/2020 12H,-2
03/6/2020 11H,0
03/6/2020 10H,-1
03/6/2020 09H,0
03/6/2020 08H,-1
03/6/2020 07H,0
03/6/2020 06H,0
03/6/2020 05H,0
03/6/2020 04H,-3
03/6/2020 03H,0
03/6/2020 02H,-1
03/6/2020 01H,0
03/6/2020 00H,-1
03/5/2020 23H,0
03/5/2020 22H,-1
03/5/2020 21H,-3
03/5/2020 20H,-1
03/5/2020 19H,-1
03/5/2020 18H,0
03/5/2020 17H,0
03/5/2020 16H,-1
03/5/2020 15H,0
03/5/2020 14H,0
03/5/2020 13H,-1
03/5/2020 12H,-2
03/5/2020 11H,-1
03/5/2020 10H,0
03/5/2020 09H,0
03/5/2020 08H,0
03/5/2020 07H,0
03/5/2020 06H,0
03/5/2020 05H,-1
03/5/2020 04H,-2
03/5/2020 03H,-1
03/5/2020 02H,0
03/5/2020 01H,0
03/5/2020 00H,-1
03/4/2020 23H,-1
03/4/2020 22H,0
03/4/2020 21H,0
03/4/2020 20H,0
03/4/2020 19H,-2
03/4/2020 18H,-1
03/4/2020 17H,3
03/4/2020 16H,49
03/4/2020 15H,15
03/4/2020 14H,-1
03/4/2020 13H,-1
03/4/2020 12H,-1
03/4/2020 11H,-1
03/4/2020 10H,-2
03/4/2020 09H,0
03/4/2020 08H,0
03/4/2020 07H,0
03/4/2020 06H,0
03/4/2020 05H,-1
03/4/2020 04H,0
03/4/2020 03H,-1
03/4/2020 02H,-4
03/4/2020 01H,-1
03/4/2020 00H,-1
03/3/2020 23H,0
03/3/2020 22H,0
03/3/2020 21H,0
03/3/2020 20H,-1
03/3/2020 19H,0
03/3/2020 18H,0
03/3/2020 17H,35
03/3/2020 16H,15
03/3/2020 15H,0
03/3/2020 14H,2
03/3/2020 13H,2
03/3/2020 12H,0
03/3/2020 11H,-1
03/3/2020 10H,0
03/3/2020 09H,-1
03/3/2020 08H,0
03/3/2020 07H,-3
03/3/2020 06H,0
03/3/2020 05H,-3
03/3/2020 04H,0
03/3/2020 03H,0
03/3/2020 02H,-1
03/3/2020 01H,0
03/3/2020 00H,-1
03/2/2020 23H,-1
03/2/2020 22H,6
03/2/2020 21H,14
03/2/2020 20H,0
03/2/2020 19H,0
03/2/2020 18H,-2
03/2/2020 17H,-1
03/2/2020 16H,0
03/2/2020 15H,0
03/2/2020 14H,-1
03/2/2020 13H,-1
03/2/2020 12H,0
03/2/2020 11H,0
03/2/2020 10H,0
03/2/2020 09H,-2
03/2/2020 08H,0
03/2/2020 07H,0
03/2/2020 06H,0
03/2/2020 05H,-2
03/2/2020 04H,-1
03/2/2020 03H,-1
03/2/2020 02H,0
03/2/2020 01H,0
03/2/2020 00H,-1
03/1/2020 23H,0
03/1/2020 22H,-1
03/1/2020 21H,0
03/1/2020 20H,-1
03/1/2020 19H,-1
03/1/2020 18H,0
03/1/2020 17H,0
03/1/2020 16H,-2
03/1/2020 15H,0
03/1/2020 14H,0
03/1/2020 13H,-1
03/1/2020 12H,-2
03/1/2020 11H,-1
03/1/2020 10H,0
03/1/2020 09H,-1
03/1/2020 08H,-1
03/1/2020 07H,-1
03/1/2020 06H,0
03/1/2020 05H,0
03/1/2020 04H,-1
03/1/2020 03H,0
03/1/2020 02H,-1
03/1/2020 01H,0
03/1/2020 00H,0
02/29/2020 23H,-1
02/29/2020 22H,-1
02/29/2020 21H,0
02/29/2020 20H,0
02/29/2020 19H,-1
02/29/2020 18H,0
02/29/2020 17H,0
02/29/2020 16H,-2
02/29/2020 15H,-2
02/29/2020 14H,0
02/29/2020 13H,-2
02/29/2020 12H,-1
02/29/2020 11H,-1
02/29/2020 10H,-2
02/29/2020 09H,-2
02/29/2020 08H,0
02/29/2020 07H,0
02/29/2020 06H,0
02/29/2020 05H,-1
02/29/2020 04H,-2
02/29/2020 03H,0
02/29/2020 02H,0
02/29/2020 01H,-1
02/29/2020 00H,-1
02/28/2020 23H,-1
02/28/2020 22H,0
02/28/2020 21H,0
02/28/2020 20H,-2
02/28/2020 19H,0
02/28/2020 18H,-1
02/28/2020 17H,-1
02/28/2020 16H,0
02/28/2020 15H,-2
02/28/2020 14H,0
02/28/2020 13H,0
02/28/2020 12H,0
02/28/2020 11H,-1
02/28/2020 10H,0
02/28/2020 09H,-1
02/28/2020 08H,-2
02/28/2020 07H,-1
02/28/2020 06H,-1
02/28/2020 05H,-2
02/28/2020 04H,-1
02/28/2020 03H,-1
02/28/2020 02H,0
02/28/2020 01H,0
02/28/2020 00H,-1
02/27/2020 23H,-1
02/27/2020 22H,-1
02/27/2020 21H,0
02/27/2020 20H,-1
02/27/2020 19H,0
02/27/2020 18H,-1
02/27/2020 17H,0
02/27/2020 16H,0
02/27/2020 15H,-2
02/27/2020 14H,0
02/27/2020 13H,-1
02/27/2020 12H,0
02/27/2020 11H,-1
02/27/2020 10H,-1
02/27/2020 09H,0
02/27/2020 08H,-1
02/27/2020 07H,-1
02/27/2020 06H,0
02/27/2020 05H,-1
02/27/2020 04H,-1
02/27/2020 03H,-2
02/27/2020 02H,-1
02/27/2020 01H,-1
02/27/2020 00H,-1
02/26/2020 23H,0
02/26/2020 22H,-1
02/26/2020 21H,0
02/26/2020 20H,0
02/26/2020 19H,1
02/26/2020 18H,37
02/26/2020 17H,12
02/26/2020 16H,51
02/26/2020 15H,7
02/26/2020 14H,0
02/26/2020 13H,-1
02/26/2020 12H,0
02/26/2020 11H,0
02/26/2020 10H,-1
02/26/2020 09H,-2
02/26/2020 08H,-2
02/26/2020 07H,-1
02/26/2020 06H,0
02/26/2020 05H,0
02/26/2020 04H,0
02/26/2020 03H,0
02/26/2020 02H,-1
02/26/2020 01H,-1
02/26/2020 00H,-2
02/25/2020 23H,0
02/25/2020 22H,0
02/25/2020 21H,-1
02/25/2020 20H,-1
02/25/2020 19H,-1
02/25/2020 18H,0
02/25/2020 17H,-2
02/25/2020 16H,0
02/25/2020 15H,22
02/25/2020 14H,21
02/25/2020 13H,0
02/25/2020 12H,0
02/25/2020 11H,-3
02/25/2020 10H,-2
02/25/2020 09H,0
02/25/2020 08H,0
02/25/2020 07H,0
02/25/2020 06H,-1
02/25/2020 05H,0
02/25/2020 04H,-1
02/25/2020 03H,0
02/25/2020 02H,0
02/25/2020 01H,0
02/25/2020 00H,-1
02/24/2020 23H,-1
02/24/2020 22H,-1
02/24/2020 21H,0
02/24/2020 20H,-1
02/24/2020 19H,-1
02/24/2020 18H,0
02/24/2020 17H,-1
02/24/2020 16H,0
02/24/2020 15H,-1
02/24/2020 14H,0
02/24/2020 13H,0
02/24/2020 12H,0
02/24/2020 11H,-2
02/24/2020 10H,0
02/24/2020 09H,-3
02/24/2020 08H,-1
02/24/2020 07H,0
